Manufacturer,Model,Year,Condition,Fuel Type,Price
Ssang,Yong Kyron 169583,2008,,Diesel,"Rs 7,360,000"
Nissan,Sunny,1995,,Diesel,"Rs 2,500,000"
Hyundai,Accent,2012,,Diesel,"Rs 7,300,000"
Nissan,Sunny Full Option,1993,,Diesel,"Rs 2,150,000"
Toyota,Land Cruiser Prado 95 Tx,1999,,Diesel,"Rs 12,100,000"
Toyota,Corsa,1992,,Diesel,"Rs 2,750,000"
Toyota,Corolla,1986,,Diesel,"Rs 1,750,000"
Toyota,Hilux Invisible,2008,,Diesel,"Rs 12,900,000"
Ford,Ranger MS-RT BRAND,2024,NEW,Diesel,"Rs 35,900,000"
Micro,Korondo Ssangyong,2013,,Diesel,"Rs 7,000,000"
Toyota,Hilux Revo G Grade,2016,,Diesel,"Rs 18,950,000"
Daihatsu,Charade,1988,,Diesel,"Rs 1,200,000"
Land Rover,Defender Puma 2.2 Brand,2014,New,Diesel,"Rs 46,500,000"
Land Rover,Freelander 2 SD4,2010,,Diesel,"Rs 9,000,000"
Nissan,Sunny,1992,,Diesel,"Rs 2,100,000"
Toyota,Land Cruiser Sahara LC300 ZX,2024,,Diesel,"Rs 110,000,000"
Ford,Raptor Ranger MSRT 3000cc,2024,,Diesel,"Rs 34,500,000"
Micro,Kyron,2008,,Diesel,"Rs 5,775,000"
BMW,520d FACE LIFT,2013,,Diesel,"Rs 19,800,000"
Nissan,Sunny FB14,1997,,Diesel,"Rs 2,950,000"
Land Rover,Discovery 5 HSE,2019,,Diesel,"Rs 41,500,000"
Mercedes Benz,Vito 116 Cdi Mixto,2017,,Diesel,"Rs 25,500,000"
Land Rover,Freelander 2 SE,2013,,Diesel,"Rs 14,550,000"
Ssang,Yong Kyron Black,2011,,Diesel,"Rs 8,250,000"
Nissan,Patrol Y61,2005,,Diesel,"Rs 23,500,000"
Toyota,Corolla DX wagon,1990,,Diesel,"Rs 2,350,000"
Kia,Sorento 1-12 option,2012,,Diesel,"Rs 14,200,000"
BMW,730Ld,2012,,Diesel,"Rs 29,950,000"
Toyota,Hilux GR Sport Hammer Kit,2025,,Diesel,"Rs 33,200,000"
Toyota,Corolla CE108 ELEPHANT BACK,1997,,Diesel,"Rs 3,290,000"
Land Rover,Freelander,2013,,Diesel,"Rs 18,000,000"
Land Rover,Defender,2008,,Diesel,"Rs 29,500,000"
Hyundai,Tucson IX 35,2012,,Diesel,"Rs 9,250,000"
Toyota,Carina Ti My Road,1997,,Diesel,"Rs 4,875,000"
Toyota,Hilux GR SPORT 2.8,2025,,Diesel,"Rs 33,650,000"
Nissan,Bluebird G,1995,,Diesel,"Rs 3,375,000"
Toyota,Hilux CHAMP,2025,,Diesel,"Rs 128,500,000"
Land Rover,Defender Puma 2.4 - 90,1987,,Diesel,"Rs 12,500,000"
Toyota,Land Cruiser BJ43,1981,,Diesel,"Rs 4,700,000"
Mitsubishi,4DR 6,1970,,Diesel,"Rs 3,900,000"
Toyota,Hilux,2006,,Diesel,"Rs 12,600,000"
Mitsubishi,L200 B/New Triton Athlete,2024,,Diesel,"Rs 25,990,000"
Toyota,Land Cruiser Prado 150 TX,2009,,Diesel,"Rs 25,400,000"
Toyota,Land Cruiser Sahara VX V8 7Seater,2017,,Diesel,"Rs 62,500,000"
Land Rover,Discovery 4S Sml,2016,,Diesel,"Rs 51,000,000"
Toyota,Land Cruiser Prado,2014,,Diesel,"Rs 43,500,000"
Hyundai,Santa Fe,2014,,Diesel,"Rs 14,700,000"
Toyota,Land Cruiser Sahara Brand,2024,New,Diesel,"Rs 132,500,000"
Ford,Raptor Ranger,2018,,Diesel,"Rs 24,300,000"
Land Rover,Defender Puma,2009,,Diesel,"Rs 26,800,000"
Land Rover,Defender Kahn,2005,,Diesel,"Rs 39,500,000"
Kia,Sorento CADi,2011,,Diesel,"Rs 12,200,000"
Toyota,Land Cruiser Prado 150 TX TRJ150,2015,,Diesel,"Rs 44,500,000"
Land Rover,Freelander TD4 HSE,2011,,Diesel,"Rs 12,500,000"
Kia,Sorento Face Lift Model,2014,,Diesel,"Rs 16,350,000"
Land Rover,Defender,1990,,Diesel,"Rs 23,500,000"
Toyota,Land Cruiser Sahara V8,2013,,Diesel,"Rs 43,500,000"
Ford,Ranger,2015,,Diesel,"Rs 13,500,000"
Ssang,Yong Kyron Black,2008,,Diesel,"Rs 5,500,000"
Mitsubishi,J24,1979,,Diesel,"Rs 2,300,000"
Isuzu,Gemini,1980,,Diesel,"Rs 490,000"
Nissan,Sunny,1999,,Diesel,"Rs 4,000,000"
Toyota,Land Cruiser Prado LC5,2014,,Diesel,"Rs 40,300,000"
Toyota,Land Cruiser Sahara LC 300 ZX,2025,,Diesel,"Rs 132,000,000"
Mitsubishi,L200 K34,1989,,Diesel,"Rs 3,600,000"
Mitsubishi,L200,1992,,Diesel,"Rs 4,000,000"
Mitsubishi,Montero DHD,2015,,Diesel,"Rs 32,000,000"
Mercedes Benz,E220 Blue Efficiency,2011,,Diesel,"Rs 18,950,000"
Toyota,Mark 2 Grande LX90,1996,,Diesel,"Rs 4,300,000"
Kia,Sorento Face-lift,2013,,Diesel,"Rs 14,250,000"
Nissan,Wingroad Automatic,2002,,Diesel,"Rs 3,475,000"
Nissan,X-Trail T 31,2011,,Diesel,"Rs 12,500,000"
Kia,Carnival Fully Loaded,2015,,Diesel,"Rs 21,800,000"
Toyota,Hilux Thailand,2011,,Diesel,"Rs 14,450,000"
Toyota,Hilux 2400CC GR Sport,2024,,Diesel,"Rs 23,500,000"
Toyota,Land Cruiser Prado 150,2017,,Diesel,"Rs 58,500,000"
Toyota,Hilux Double Cab,2009,,Diesel,"Rs 11,000,000"
Mitsubishi,Fuso canter,2023,,Diesel,"Rs 13,500,000"
Mitsubishi,Montero,2011,,Diesel,"Rs 15,500,000"
Nissan,Sunny FB13,1992,,Diesel,"Rs 2,200,000"
Toyota,Vitz,1990,,Diesel,"Rs 2,500,000"
Toyota,Land Cruiser Prado 150 TX,2016,,Diesel,"Rs 44,000,000"
Land Rover,Discovery 4 HSE,2010,,Diesel,"Rs 27,750,000"
Land Rover,Range,2017,,Diesel,"Rs 48,500,000"
Tata,Xenon,2012,,Diesel,"Rs 3,200,000"
Toyota,Corona,1982,,Diesel,"Rs 930,000"
Land Rover,Discovery 4,2016,,Diesel,"Rs 44,000,000"
Mahindra,BMT Plus VX,2014,,Diesel,"Rs 3,400,000"
Toyota,Hilux Z GR Sport,2024,,Diesel,"Rs 24,200,000"
Toyota,Land Cruiser Prado 150,2014,,Diesel,"Rs 41,200,000"
Micro,Kyron,2007,,Diesel,"Rs 5,890,000"
Mitsubishi,4DR 5 jeep,1978,,Diesel,"Rs 2,880,000"
Toyota,Land Cruiser Prado LC250 D ZX,2025,,Diesel,"Rs 88,500,000"
Mitsubishi,Montero Center,2013,,Diesel,"Rs 28,000,000"
Nissan,Pulsar SN15 CRYSTL GG-,1997,,Diesel,"Rs 2,875,000"
Ford,Wildtrak,2025,,Diesel,"Rs 33,000,000"
Audi,A6 TDI,2014,,Diesel,"Rs 19,000,000"
Mitsubishi,L200 Double Cab,2017,,Diesel,"Rs 15,000,000"
Toyota,Hilux GR Sport MCLIMB PKG,2024,,Diesel,"Rs 29,900,000"
Isuzu,Trooper,1985,,Diesel,"Rs 6,200,000"
