Manufacturer,Model,Year,Condition,Fuel Type,Price
Toyota,Raize 1200c Z B/New,2024,,Hybrid,"Rs 16,500,000"
Land Rover,Range Sport,2018,,Hybrid,"Rs 57,000,000"
Peugeot,5008 GT Line 1.2,2025,,Hybrid,"Rs 37,500,000"
Toyota,Sienta,2023,,Hybrid,"Rs 16,800,000"
Toyota,Yaris Cros Premium Luxury,2025,,Hybrid,"Rs 21,950,000"
Toyota,Prius S,2011,,Hybrid,"Rs 9,800,000"
Toyota,Yaris CROSS GR SPORT,2024,,Hybrid,"Rs 19,000,000"
Toyota,Yaris cross z grade,2024,,Hybrid,"Rs 18,500,000"
Suzuki,Wagon R,2016,,Hybrid,"Rs 6,200,000"
Nissan,Nismo Aura,2023,,Hybrid,"Rs 16,500,000"
Nissan,Note Aura G Leather,2024,,Hybrid,"Rs 14,590,000"
Nissan,X-Trail Mode Premium,2015,,Hybrid,"Rs 12,400,000"
Suzuki,Wagon R FZ Non Safety,2017,,Hybrid,"Rs 7,390,000"
Honda,GP.1,2011,,Hybrid,"Rs 7,150,000"
Honda,Vezel Z grade zero Milage,2025,,Hybrid,"Rs 20,975,000"
Suzuki,XBee MZ Highest Safety Pc,2024,,Hybrid,"Rs 11,875,000"
Mitsubishi,EK Custom,2023,,Hybrid,"Rs 8,450,000"
Suzuki,Hustler J Style,2015,,Hybrid,"Rs 6,399,000"
Suzuki,Wagon R ZX custom,2022,,Hybrid,"Rs 9,100,000"
Toyota,Yaris Cross Z Grade,2023,,Hybrid,"Rs 16,500,000"
Mazda,2,2025,,Hybrid,"Rs 14,800,000"
Honda,HR-V Vezel,2015,,Hybrid,"Rs 10,700,000"
Suzuki,Alto,2024,,Hybrid,"Rs 7,600,000"
BMW,X1 20i M Sport,2025,,Hybrid,"Rs 38,000,000"
Toyota,Aqua X Urban Soft Leather,2015,,Hybrid,"Rs 9,475,000"
Toyota,Voxy SZ Top Spec!,2025,,Hybrid,"Rs 36,000,000"
Mercedes Benz,C180 AMG AVANGARDE,2023,,Hybrid,"Rs 33,500,000"
Suzuki,Wagon R zx custom,2025,,Hybrid,"Rs 9,950,000"
Nissan,ROOX HIGHWAY STAR X Unregistere,2024,,Hybrid,"Rs 9,725,000"
Suzuki,Hustler Tough Wild High Spec,2024,,Hybrid,"Rs 10,225,000"
Toyota,Yaris Cross BLACK TOP,2025,,Hybrid,"Rs 22,500,000"
Honda,Vezel Z Grade Wireless FL,2023,,Hybrid,"Rs 22,000,000"
Suzuki,Wagon R ZX Custom Upgrade,2024,,Hybrid,"Rs 10,250,000"
Toyota,Voxy,2025,,Hybrid,"Rs 34,000,000"
Subaru,XV DAA-GPE,2014,,Hybrid,"Rs 8,700,000"
Land Rover,Range Evoque,2025,,Hybrid,"Rs 45,000,000"
Land Rover,Range Vogue Autobiography,2018,,Hybrid,"Rs 72,000,000"
Suzuki,Fronx Personal,2025,,Hybrid,"Rs 10,600,000"
Toyota,Yaris,2024,,Hybrid,"Rs 12,000,000"
Suzuki,Wagon R Stingray J style,2015,,Hybrid,"Rs 6,690,000"
Honda,Fit Shuttle GP7 Z Sensing,2018,,Hybrid,"Rs 14,200,000"
Nissan,Dayz Highway St Propilot,2024,,Hybrid,"Rs 8,600,000"
Mercedes Benz,CLA 250 AMG PremPlus,2025,,Hybrid,"Rs 32,000,000"
Mercedes Benz,CLA 250 AMG Prem Plus,2025,,Hybrid,"Rs 34,000,000"
Suzuki,Wagon R,2025,,Hybrid,"Rs 9,499,998"
Suzuki,Wagon R,2024,,Hybrid,"Rs 8,950,000"
Suzuki,Spacia Custom 4 Way C,2018,,Hybrid,"Rs 8,850,000"
Suzuki,Swift RS,2023,,Hybrid,"Rs 12,000,000"
Toyota,Prius S Gen 3,2013,,Hybrid,"Rs 14,000,000"
Suzuki,Spacia,2018,,Hybrid,"Rs 7,190,000"
Land Rover,Discovery Sport Dynamic HSE P270e,2024,,Hybrid,"Rs 43,500,000"
Honda,Grace EX Highest,2016,,Hybrid,"Rs 10,500,000"
BMW,X1 20i M Sport DCT,2025,,Hybrid,"Rs 42,500,000"
Toyota,Axio X Grade,2015,,Hybrid,"Rs 11,475,000"
Land Rover,Defender 110 P400e X-Dynamic,2024,,Hybrid,"Rs 69,500,000"
Suzuki,Wagon R FZ SAFETY Exchange,2015,,Hybrid,"Rs 5,895,000"
Toyota,Aqua Urban 'G' Grade,2016,,Hybrid,"Rs 9,550,000"
Toyota,Aqua G,2022,,Hybrid,"Rs 14,500,000"
Toyota,Prius 3rd Gen S Touring,2011,,Hybrid,"Rs 11,000,000"
Toyota,Aqua S Grade 2014,2012,,Hybrid,"Rs 7,875,000"
Porsche,Cayenne S E-Hybrid,2015,,Hybrid,"Rs 30,000,000"
Suzuki,Swift RS,2017,,Hybrid,"Rs 8,850,000"
Toyota,Raize Z - Apple Car,2025,,Hybrid,"Rs 17,050,000"
Peugeot,5008 1199cc MHEV GT e-DSC,2024,,Hybrid,"Rs 37,500,000"
Toyota,Raize Z- Apple Car,2025,,Hybrid,"Rs 17,050,000"
Honda,Freed GP3,2015,,Hybrid,"Rs 11,800,000"
Land Rover,Defender 110 X-Dyn. HSE P300e,2024,,Hybrid,"Rs 79,500,000"
Nissan,ROOX HIGHWAY STAR X 4 Way Camera Safety,2024,,Hybrid,"Rs 10,790,000"
Nissan,ROOX HIGHWAY STAR X G PRO,2024,,Hybrid,"Rs 10,575,000"
Honda,Vezel E Hev Z,2025,,Hybrid,"Rs 18,500,000"
Toyota,Axio WXP,2016,,Hybrid,"Rs 13,200,000"
Suzuki,Wagon R FX S,2024,,Hybrid,"Rs 8,492,000"
Honda,Fit Gp5,2014,,Hybrid,"Rs 8,600,000"
Toyota,Raize Z GRDE 1200CC,2025,,Hybrid,"Rs 16,675,000"
Toyota,Prius,2024,,Hybrid,"Rs 29,800,000"
Suzuki,Hustler,2016,,Hybrid,"Rs 6,390,000"
Honda,Vezel Z Play Package,2024,,Hybrid,"Rs 24,000,000"
Toyota,Harrier,2014,,Hybrid,"Rs 19,500,000"
Mazda,Flair,2015,,Hybrid,"Rs 6,890,001"
Suzuki,Wagon R,2017,,Hybrid,"Rs 7,490,000"
BMW,ActiveHybrid 7,2013,,Hybrid,"Rs 29,500,000"
Land Rover,Range Evoque P300e,2023,,Hybrid,"Rs 38,000,000"
Suzuki,Spacia,2016,,Hybrid,"Rs 6,450,000"
Honda,GP5,2013,,Hybrid,"Rs 8,390,000"
Toyota,Yaris Cross Pre. Lux.,2025,,Hybrid,"Rs 22,500,000"
Toyota,Yaris CROSS Z GRADE,2023,,Hybrid,"Rs 17,850,000"
Honda,Vezel Z PACKAGE,2025,,Hybrid,"Rs 21,950,000"
Land Rover,Range Evoque DYNAMIC HSE,2024,,Hybrid,"Rs 47,850,000"
Suzuki,Alto S,2024,,Hybrid,"Rs 7,850,000"
Honda,Vezel Z Grade with 4way,2025,,Hybrid,"Rs 21,200,000"
Toyota,Yaris Cross Z Grade HEV,2023,,Hybrid,"Rs 18,000,000"
Honda,Fit GP5,2017,,Hybrid,"Rs 8,650,000"
Suzuki,Swift MZ 1200cc,2024,,Hybrid,"Rs 13,750,000"
Toyota,Yaris Cross Adventure,2024,,Hybrid,"Rs 19,000,000"
Land Rover,Range PHEV Autobiography,2018,,Hybrid,"Rs 87,000,000"
Toyota,Alphard Executive Launge Pre,2025,,Hybrid,"Rs 77,450,000"
Toyota,Raize 1200cc Z,2024,,Hybrid,"Rs 16,850,000"
Suzuki,Spacia Custom Z,2023,,Hybrid,"Rs 10,750,000"
Suzuki,Wagon R Stingray J style,2014,,Hybrid,"Rs 6,690,000"
Nissan,Dayz HS X PRO PILOT,2024,,Hybrid,"Rs 8,400,000"
Suzuki,Spacia Custom Xs,2024,,Hybrid,"Rs 11,150,000"
Toyota,Yaris Cross+Modellista,2025,,Hybrid,"Rs 20,300,000"
Toyota,Yaris Cross Z Modelsta,2020,,Hybrid,"Rs 18,750,000"
Honda,Fit RS eHEV,2024,,Hybrid,"Rs 15,975,000"
Honda,Vezel Z Personal Import,2025,,Hybrid,"Rs 17,900,000"
Suzuki,Wagon R ZX Personal Import,2025,,Hybrid,"Rs 9,300,000"
Suzuki,Wagon R FX,2019,,Hybrid,"Rs 7,290,000"
Suzuki,Wagon R Stringray,2018,,Hybrid,"Rs 7,790,000"
Honda,Vezel E-HEV - X,2025,,Hybrid,"Rs 17,500,000"
Honda,Fit GP4 RS,2012,,Hybrid,"Rs 8,250,000"
BMW,530e M Sport,2017,,Hybrid,"Rs 30,500,000"
Toyota,Raize Z,2023,,Hybrid,"Rs 15,500,000"
Toyota,Prius,2016,,Hybrid,"Rs 14,000,000"
Toyota,Aqua G Grade,2022,,Hybrid,"Rs 14,700,000"
Toyota,Yaris CROSS ULTRA PREMIUM,2025,,Hybrid,"Rs 22,500,000"
Honda,Vezel Z Grade-Orange Pack,2015,,Hybrid,"Rs 11,500,000"
Mercedes Benz,GLA 180 AMGline,2023,,Hybrid,"Rs 34,000,000"
Toyota,Prius,2010,,Hybrid,"Rs 7,549,998"
Honda,Vezel Z play (without M/R),2025,,Hybrid,"Rs 23,000,000"
Toyota,Aqua S grade,2012,,Hybrid,"Rs 7,390,000"
Land Rover,Range PHEV LWB,2019,,Hybrid,"Rs 90,000,000"
Land Rover,Range SWB Autobiography,2018,,Hybrid,"Rs 77,500,000"
Lexus,NX300H,2015,,Hybrid,"Rs 25,000,000"
Honda,Vezel Z grade,2024,,Hybrid,"Rs 20,200,000"
Toyota,Raize Z 1.2 2 Tone,2025,,Hybrid,"Rs 17,100,000"
Honda,Vezel E:HEV Z,2025,,Hybrid,"Rs 19,500,000"
Toyota,Voxy,2023,,Hybrid,"Rs 31,500,000"
Subaru,Impreza,2016,,Hybrid,"Rs 10,000,000"
Nissan,Dayz highway star,2024,,Hybrid,"Rs 9,100,000"
Mercedes Benz,GLB 200 AMG Line Pre +,2024,,Hybrid,"Rs 39,500,000"
Land Rover,Range Vogue/SWB,2019,,Hybrid,"Rs 72,500,000"
Mitsubishi,Delica Mini Spacia,2025,,Hybrid,"Rs 11,400,000"
Toyota,Voxy SZ,2024,,Hybrid,"Rs 32,900,000"
Honda,Vezel Z grade Orange pack,2014,,Hybrid,"Rs 10,775,000"
Toyota,Prius S GRADE,2012,,Hybrid,"Rs 10,390,000"
Land Rover,Range Evoque HSE DYNAMIC,2024,,Hybrid,"Rs 47,850,000"
Suzuki,Spacia custum xs,2023,,Hybrid,"Rs 11,000,000"
Toyota,Raize Z Grade Full Option,2024,,Hybrid,"Rs 16,800,000"
Land Rover,Range Sport P400e,2019,,Hybrid,"Rs 60,000,000"
Nissan,Dayz Ocean Blue Edition,2024,,Hybrid,"Rs 9,350,000"
Toyota,Corolla Cross Z,2025,,Hybrid,"Rs 26,850,000"
Nissan,ROOX HIGHWAY STAR X S-Hybrid,2023,,Hybrid,"Rs 10,000,000"
Honda,Vezel X Hunt Forest Green,2024,,Hybrid,"Rs 19,800,000"
Nissan,Dayz S-Hybrid,2023,,Hybrid,"Rs 9,350,000"
Toyota,Raize G Grade,2024,,Hybrid,"Rs 14,950,000"
Honda,Vezel E:HEV Z Play,2024,,Hybrid,"Rs 21,600,000"
Mercedes Benz,GLB 180 AMG LINE PACKAGE,2024,,Hybrid,"Rs 37,000,000"
Mercedes Benz,GLE 400 e AMG Premium+,2025,,Hybrid,"Rs 87,000,000"
Mercedes Benz,CLA 250 PluginHybrd/Premium+,2024,,Hybrid,"Rs 40,000,000"
Honda,Vezel X-Hunt : e-HEV,2025,,Hybrid,"Rs 17,800,000"
Honda,Vezel Rs Sensing,2016,,Hybrid,"Rs 13,200,000"
Suzuki,Wagon R FZ Safety,2016,,Hybrid,"Rs 7,500,000"
Honda,Vezel âZâ Fully Loaded,2024,,Hybrid,"Rs 20,350,000"
Toyota,Aqua GR Sport,2025,,Hybrid,"Rs 16,900,000"
Land Rover,Range LONG WHEEL BASE,2025,,Hybrid,"Rs 166,500,000"
Toyota,Vellfire EXECUTIVE LOUNGE,2024,,Hybrid,"Rs 74,500,000"
Honda,Vezel Z Premium Mugen,2024,,Hybrid,"Rs 22,250,000"
Honda,Vezel Z Play MoonRoof,2023,,Hybrid,"Rs 22,500,000"
BMW,750iL,2025,,Hybrid,"Rs 116,000,000"
BMW,520i M Sport,2024,,Hybrid,"Rs 58,000,000"
Honda,Vezel Z Play PanoramicRoof,2022,,Hybrid,"Rs 22,200,000"
Honda,Vezel E:HEV Z Play Package,2024,,Hybrid,"Rs 21,000,000"
Toyota,Prius G Touring,2012,,Hybrid,"Rs 10,900,000"
Honda,Vezel 2016 RS,,,Hybrid,"Rs 13,200,000"
Honda,CRZ ZF2 Alfa Black,2014,,Hybrid,"Rs 9,275,000"
Audi,A3 Advance TFSI Sedan,2023,,Hybrid,"Rs 17,500,000"
Toyota,Aqua GS G sport,2012,,Hybrid,"Rs 8,900,000"
Mercedes Benz,C200 AMG Line Premium,2025,,Hybrid,"Rs 39,500,000"
Honda,Fit GP5 L,2014,,Hybrid,"Rs 8,275,000"
Mercedes Benz,C200 Avantgarde,2024,,Hybrid,"Rs 34,000,000"
Suzuki,Spacia Xs,2025,,Hybrid,"Rs 11,300,000"
Suzuki,Wagon R FX FX-S,2023,,Hybrid,"Rs 8,990,000"
Nissan,Dayz highway Star,2024,,Hybrid,"Rs 8,975,000"
Toyota,Aygo VOXY S-Z,2025,,Hybrid,"Rs 33,100,000"
Nissan,Note Epower X,2024,,Hybrid,"Rs 12,650,000"
Honda,Insight,2020,,Hybrid,"Rs 16,900,000"
Toyota,Raize Z 1.2,2024,,Hybrid,"Rs 16,800,000"
Honda,Vezel eHVE-zPLaY,2023,,Hybrid,"Rs 23,000,000"
Mercedes Benz,C350 AMG,2015,,Hybrid,"Rs 19,850,000"
Suzuki,Swift,2024,,Hybrid,"Rs 14,700,000"
Honda,Vezel X Hunter,2024,,Hybrid,"Rs 17,800,000"
Toyota,Aqua X Grade,2024,,Hybrid,"Rs 15,200,000"
Honda,Vezel Z Play Black Gray,2024,,Hybrid,"Rs 23,500,000"
Honda,Fit,2016,,Hybrid,"Rs 9,150,000"
Mercedes Benz,S560 S580 AMG Premium+,2024,,Hybrid,"Rs 150,000,000"
Toyota,Aqua urban,2015,,Hybrid,"Rs 8,950,000"
Honda,Vezel Z Play Green,2024,,Hybrid,"Rs 23,000,000"
Land Rover,Range PHEV SWB,2019,,Hybrid,"Rs 73,500,000"
Toyota,Yarris Cross GR,2024,,Hybrid,"Rs 19,500,000"
Peugeot,5008 GT,2025,,Hybrid,"Rs 36,000,000"
Toyota,Corolla CROSS Z GRADE,2024,,Hybrid,"Rs 29,990,000"
Honda,Fit Shuttle GP7,2018,,Hybrid,"Rs 11,800,000"
Honda,Vezel z premium,2025,,Hybrid,"Rs 23,000,000"
Land Rover,Range AUTOBIOGRAPHY LWB,2025,,Hybrid,"Rs 161,500,000"
Suzuki,Alto X,2025,,Hybrid,"Rs 7,990,000"
Honda,Vezel Z Brand New â0â,2024,,Hybrid,"Rs 20,750,000"
Honda,Vezel E HEV,2025,,Hybrid,"Rs 21,450,000"
Honda,Vezel Z PREMIUM,2025,,Hybrid,"Rs 21,400,000"
Toyota,Prius L grade,2013,,Hybrid,"Rs 11,950,000"
Mercedes Benz,E300 Bluetech,2014,,Hybrid,"Rs 18,500,000"
Suzuki,Wagon R FX Limited,2017,,Hybrid,"Rs 6,900,000"
Toyota,Raize Z Pearl White,2025,,Hybrid,"Rs 16,800,000"
Audi,A3 TFSI,2023,,Hybrid,"Rs 17,300,000"
Toyota,Raize EV,2025,,Hybrid,"Rs 15,000,000"
Toyota,Axio G grade,2013,,Hybrid,"Rs 9,875,000"
Daihatsu,Taft,2024,,Hybrid,"Rs 9,650,000"
Suzuki,Spacia Costom Z,2023,,Hybrid,"Rs 10,450,000"
Honda,Vezel Z Package,2024,,Hybrid,"Rs 19,200,000"
Toyota,Prius S Touring,2011,,Hybrid,"Rs 11,200,000"
Toyota,Raize 1200CC,2024,,Hybrid,"Rs 16,800,000"
Honda,Vezel Z Orange Pack,2014,,Hybrid,"Rs 10,850,000"
Audi,Q4 E-Tron S Line Highest Grade,2023,,Hybrid,"Rs 43,950,000"
Toyota,Yaris Cross Z Grade HEV,2024,,Hybrid,"Rs 18,000,000"
Land Rover,Range Evoque,2023,,Hybrid,"Rs 43,800,000"
Mercedes Benz,C200,2024,,Hybrid,"Rs 34,000,000"
BMW,X7 40i M sport,2025,,Hybrid,"Rs 145,000,000"
Suzuki,Hustler G,2024,,Hybrid,"Rs 8,950,000"
Honda,Grace LX,2017,,Hybrid,"Rs 12,100,000"
Honda,Grace Ex Grade Full Option,2015,,Hybrid,"Rs 11,150,000"
Suzuki,Wagon R ZX Custome Z Highest,2024,,Hybrid,"Rs 10,375,000"
Nissan,X-Trail T32,2015,,Hybrid,"Rs 10,950,000"
Toyota,Crown Z Black Package,2024,,Hybrid,"Rs 62,000,000"
Honda,Vezel Orange,2015,,Hybrid,"Rs 11,000,000"
Suzuki,Spacia Customs Flair Wagon,2023,,Hybrid,"Rs 8,950,000"
Suzuki,Spacia X,2024,,Hybrid,"Rs 9,050,000"
BYD,Seal,2025,,Hybrid,"Rs 23,000,000"
Daihatsu,Rocky Z Grade,2024,,Hybrid,"Rs 13,950,000"
Mercedes Benz,E350 Premium Plus,2017,,Hybrid,"Rs 42,500,000"
Lexus,NX300H F Sport,2015,,Hybrid,"Rs 23,200,000"
Honda,Vezel Premium Package,2023,,Hybrid,"Rs 21,000,000"
Honda,Vezel Z Upgrade 4 way,2024,,Hybrid,"Rs 21,400,000"
Lexus,Rx500h,2023,,Hybrid,"Rs 65,000,000"
Toyota,Axio G grade,2016,,Hybrid,"Rs 12,000,000"
Honda,Vezel Z PREMIUM B/N zero,2024,,Hybrid,"Rs 22,950,000"
Honda,Vezel 2018 RS,,,Hybrid,"Rs 14,800,000"
Hyundai,Santa Fe Calligraphy model,2025,,Hybrid,"Rs 36,500,000"
Nissan,Dayz Highway Star Pro Ed,2024,,Hybrid,"Rs 9,350,000"
Nissan,Dayz Highway Star ProEdit,2024,,Hybrid,"Rs 9,350,000"
Nissan,Dayz ProPilot UrbanChrome,2024,,Hybrid,"Rs 9,550,000"
Mercedes Benz,E350,2017,,Hybrid,"Rs 26,900,000"
Toyota,Aqua G,2014,,Hybrid,"Rs 9,050,000"
Land Rover,Range Evoque Dynamic HSE PHEV,2025,,Hybrid,"Rs 56,000,000"
Honda,Vezel Premium,2025,,Hybrid,"Rs 22,250,000"
Honda,Fit S Grade,2015,,Hybrid,"Rs 10,200,000"
Audi,A3 TFSI Sedan,2023,,Hybrid,"Rs 17,500,000"
Honda,Vezel Z Sensing,2019,,Hybrid,"Rs 14,000,000"
Land Rover,Range Evoque Dynamic HSE P300e,2024,,Hybrid,"Rs 43,500,000"
Honda,Civic,2011,,Hybrid,"Rs 7,800,000"
BMW,530i M Sport Active,2013,,Hybrid,"Rs 21,500,000"
Land Rover,Range PHEV,2019,,Hybrid,"Rs 95,000,000"
Audi,A3 Sportsback 30 TFSI,2024,,Hybrid,"Rs 15,000,000"
Mazda,Flair ZX Customs,2024,,Hybrid,"Rs 9,200,000"
